# mulberry32 conformance fixture - regenerate with scripts/goldens.ts
# raw u32 draws: seed,index,u32
1831565813,8,7,7,3
# BrownianWalk: seed,index,f64bits(hex)
0,0,3fdb83f3edc00000
0,1,3fd1ebf93eaccccd
0,2,3fc93799be8cccce
0,3,3fb7434097e66669
0,4,3fb4c0e4244ccccf
0,5,3fb8369799666669
0,6,3fc0884367c00001
0,7,3fc640d963d9999a
0,8,3fc49061ea666667
0,9,3fc7aecc23e66667
0,10,3fbbe0d09cccccce
0,11,3f880df0a7333328
0,12,3fc0fec247b33332
0,13,3fbaf0bac4b33331
0,14,3fc5edf5460ccccc
0,15,3fcc11e7b88ccccc
1,0,3fe1384c02b66666
1,1,3fd8e470c14ccccc
1,2,3fd96b591fb99999
1,3,3fe153e7a9599999
1,4,3fe5d2fd8e299999
1,5,3fe3b907c98fffff
1,6,3fe4ce57dc299999
1,7,3fe6ecd76f9ccccc
1,8,3fe6367aea366666
1,9,3feaf68e980ccccc
1,10,3fea88a19ed33332
1,11,3fea6d13d6f33332
1,12,3fe6f5b87e099998
1,13,3fe60929ef4ffffe
1,14,3fe39cadb4833331
1,15,3fe04b8f94c99997
42,0,3fe0f878fb0ccccd
42,1,3fe0796436a00000
42,2,3fe3db9c8439999a
42,3,3fe57cbff11ccccd
42,4,3fe25d92897ccccd
42,5,3fe29eed1e333333
42,6,3fe0719c82266666
42,7,3fe1a42f0efccccc
42,8,3fe5265fd34fffff
42,9,3fe4e25738f33332
42,10,3fe27bc0d7166665
42,11,3fe626b379666665
42,12,3fe882a02e966665
42,13,3fe6a85008899998
42,14,3fe3c0489e199998
42,15,3fe3c21392533332
2654435761,0,3fe0722ba2b9999a
2654435761,1,3fe00ec6a759999a
2654435761,2,3fdb423619ecccce
2654435761,3,3fdba1130aecccce
2654435761,4,3fe18d409e0ccccd
2654435761,5,3fe37ec5faf00000
2654435761,6,3fe2c7aac4266666
2654435761,7,3fe27f3010e00000
2654435761,8,3fe463ba99d66666
2654435761,9,3fe42750d9d66666
2654435761,10,3fdfc6dad2933332
2654435761,11,3fe019f184eccccc
2654435761,12,3fdfba7667a66665
2654435761,13,3fe033c1435ccccc
2654435761,14,3fe4688740b99999
2654435761,15,3fe80e54c0899999
4294967295,0,3fe3ce3f8b1ccccd
4294967295,1,3fe0d31c27a9999a
4294967295,2,3fe2e51916a9999a
4294967295,3,3fe7286b6d366667
4294967295,4,3fea78df68933334
4294967295,5,3fead9102aa33334
4294967295,6,3fec94a786533334
4294967295,7,3fec589ed1100001
4294967295,8,3fe8d9b450c66667
4294967295,9,3fed8a1b15c33334
4294967295,10,3feee4f9cd599998
4294967295,11,3febe984c0799998
4294967295,12,3fea695ce2c66665
4294967295,13,3fecb3f46c766665
4294967295,14,3fec78f3e3bfffff
4294967295,15,3feeefd8e9f33332
1831565813,0,3fd6680550eccccd
1831565813,1,3fd117d8f1866667
1831565813,2,3fc499b870733334
1831565813,3,3fc3588a36a66667
1831565813,4,3fc51363f1333334
1831565813,5,3fc9805b8c400001
1831565813,6,3fcf38f18859999a
1831565813,7,3fcd887a0ee66667
1831565813,8,3fd0537224333334
1831565813,9,3fc6e88072e66668
1831565813,10,3faddce46833333a
1831565813,11,3fc6f51c574cccce
1831565813,12,3fc36eb771f33334
1831565813,13,3fcbe44f55a66667
1831565813,14,3fd10420e4133334
1831565813,15,3fd6e37bf659999a
